founder_id,gender,age,education_level,alma_mater,field_of_study,prior_work_experience,is_first_generation,startup_id,industry_sector,city,state,funding_amount,funding_rounds,jobs_created,is_unicorn,investor_count,has_female_investor,founding_year,mentorship_access,policy_support
F11207,Prefer not to say,26,Bachelor’s,BITS Pilani,Other,21,Yes,S01328,Consumer Goods,Bengaluru,Maharashtra,5592175.1884833425,3,5,No,8,No,2013,Yes,No
F11208,Male,28,Bachelor’s,Other,Computer Science,5,Yes,S00919,Other,Mumbai,Other,1744128.7494458423,5,88,No,15,No,2010,No,No
F11209,Male,22,Bachelor’s,None,Other,28,No,S01860,Consumer Goods,Bengaluru,Other,646048.8836,0,31,No,5,No,2003,No,Yes
F11210,Male,25,Bachelor’s,Other,Other,7,Yes,S02454,Software,Mumbai,Other,2645431.6999333515,5,1269,No,14,No,2017,No,Yes
F11211,Male,30,Bachelor’s,Other,Business,4,Yes,S03778,Healthcare,Gurugram,Other,852487.8390996002,2,79,No,3,No,2000,No,Yes
F11212,Non-binary,26,Bachelor’s,Other,Computer Science,4,Yes,S02729,Other,Mumbai,Other,945152.3395252007,1,62,No,0,No,2000,No,Yes
F11213,Female,29,Bachelor’s,Other,Engineering,0,No,S05163,Software,Mumbai,Maharashtra,7029959.715820116,5,79,No,13,No,2025,Yes,No
F11214,Male,28,Other,BITS Pilani,Arts,2,No,S03474,Software,Mumbai,Other,1857211.8288193117,5,13,No,13,No,2017,Yes,No
F11215,Prefer not to say,45,Bachelor’s,None,Engineering,5,Yes,S07453,Software,Mumbai,Other,815423.4880965799,2,24,No,1,No,2025,No,Yes
F11216,Male,27,Master’s,Other,Other,5,Yes,S02959,Consumer Goods,Other,Other,5755011.704432913,4,180,No,12,No,2024,Yes,No
F11217,Male,27,Other,Other,Computer Science,26,Yes,S00725,Consumer Goods,Other,Maharashtra,317105.0196080475,0,47,No,4,Yes,2014,Yes,Yes
F11218,Female,49,Bachelor’s,Other,Engineering,30,No,S06358,Software,Bengaluru,Karnataka,449671.9853959667,0,4906,No,5,No,2025,No,No
F11219,Male,25,Bachelor’s,Other,Other,5,No,S05907,Financial Services,Gurugram,Karnataka,532829.7603861245,1,69,No,4,No,2015,No,No
F11220,Male,24,Bachelor’s,IIT Delhi,Business,10,Yes,S02219,Other,Other,Delhi,9797462.721084334,5,26,No,11,No,2012,Yes,Yes
F11221,Male,29,Bachelor’s,Other,Business,0,Yes,S04884,Healthcare,Delhi,Maharashtra,794498.6103243297,0,94,No,2,No,2005,No,No
F11222,Male,23,Bachelor’s,Other,Computer Science,5,Yes,S03968,Other,Other,Maharashtra,4124977.985752791,4,76,No,14,Yes,2025,No,No
F11223,Prefer not to say,22,Bachelor’s,Other,Other,3,Yes,S06184,Software,Bengaluru,Other,11641005.62195956,10,4656,No,40,No,2017,No,No
F11224,Prefer not to say,23,Master’s,Other,Engineering,4,No,S07699,Consumer Goods,Bengaluru,Other,1999714.400476779,4,73,No,9,No,2020,No,Yes
F11225,Male,26,Master’s,BITS Pilani,Arts,2,Yes,S02790,Software,Other,Maharashtra,1186149.9963349272,4,34,No,10,No,2023,Yes,No
F11226,Male,28,Bachelor’s,Other,Arts,1,No,S05912,Software,Mumbai,Karnataka,232711.78932976187,1,337,No,5,No,2023,No,Yes
F11227,Non-binary,30,Bachelor’s,None,Computer Science,0,Yes,S07047,Software,Other,Other,9794045.947467932,4,64,No,8,No,2016,Yes,No
F11228,Prefer not to say,25,Bachelor’s,Other,Engineering,24,Yes,S01281,Healthcare,Other,Karnataka,2188117.9716772833,4,67,No,7,Yes,2021,No,Yes
F11229,Male,28,Bachelor’s,Other,Engineering,1,No,S02108,Software,Gurugram,Other,41000203.82889744,6,130,No,16,No,2003,No,No
F11230,Male,27,Bachelor’s,BITS Pilani,Computer Science,3,Yes,S07106,Other,Mumbai,Other,2074784.563,5,64,No,9,No,2000,No,Yes
F11231,Prefer not to say,41,Bachelor’s,Other,Computer Science,2,Yes,S03888,Healthcare,Delhi,Maharashtra,2924782.637057627,3,64,No,6,No,2022,No,No
F11232,Female,30,Other,Other,Computer Science,3,Yes,S04938,Software,Mumbai,Maharashtra,34464424.652538314,7,13,No,36,Yes,2020,Yes,Yes
F11233,Male,28,Bachelor’s,BITS Pilani,Business,24,No,S02900,Software,Mumbai,Other,9363457.437561657,5,292,No,11,Yes,2025,No,No
F11234,Female,30,Bachelor’s,IIT Delhi,Arts,1,Yes,S03171,Healthcare,Bengaluru,Karnataka,10746862.730484137,7,41,No,24,No,2000,Yes,No
F11235,Male,22,Master’s,Other,Engineering,2,Yes,S07765,Other,Gurugram,Maharashtra,135631454,9,57,Yes,47,No,2023,Yes,No
F11236,Male,27,Bachelor’s,Other,Business,2,Yes,S03504,Other,Other,Maharashtra,44172881.98044315,7,1849,No,48,No,2022,Yes,Yes
F11237,Male,24,Bachelor’s,Other,Computer Science,4,Yes,S06353,Software,Mumbai,Karnataka,1063936.3898936396,4,356,No,6,No,2018,No,No
F11238,Prefer not to say,26,Bachelor’s,Other,Business,3,Yes,S03276,Software,Other,Maharashtra,6499694.7761884825,3,70,No,11,No,2023,Yes,No
F11239,Male,24,Bachelor’s,Other,Business,24,Yes,S08008,Consumer Goods,Other,Karnataka,7393784.299267446,4,1625,No,10,No,2004,No,No
F11240,Male,28,Master’s,BITS Pilani,Other,3,No,S01084,Healthcare,Mumbai,Karnataka,1797259.3107972222,5,43,No,7,Yes,2007,Yes,Yes
F11241,Male,25,Bachelor’s,IIT Delhi,Business,19,Yes,S07392,Other,Bengaluru,Maharashtra,4937182.087429565,3,85,No,10,No,2016,Yes,No
F11242,Prefer not to say,22,High School,Other,Computer Science,20,Yes,S06223,Other,Other,Karnataka,554208.9850327341,2,71,No,4,No,2009,Yes,Yes
F11243,Male,22,Bachelor’s,Other,Arts,4,No,S00331,Healthcare,Delhi,Maharashtra,2662449.5754762297,4,268,No,12,No,2020,Yes,No
F11244,Male,26,Master’s,BITS Pilani,Computer Science,2,Yes,S05599,Consumer Goods,Mumbai,Delhi,1927561.8969635975,4,32,No,11,No,2017,Yes,No
F11245,Male,24,Bachelor’s,IIT Delhi,Arts,3,Yes,S06040,Software,Delhi,Karnataka,47475.08225256864,0,340,No,2,No,2025,Yes,No
F11246,Prefer not to say,25,Master’s,Other,Other,27,No,S06551,Financial Services,Mumbai,Other,36354842.73832471,8,70,No,47,No,2023,No,Yes
F11247,Male,23,Master’s,Other,Engineering,3,Yes,S00092,Other,Gurugram,Other,3111216.7047709376,3,8,No,13,No,2016,No,No
F11248,Male,25,Bachelor’s,Other,Computer Science,2,Yes,S02935,Financial Services,Other,Karnataka,3887617.836652068,4,415,No,7,No,2015,No,Yes
F11249,Male,30,Bachelor’s,Other,Computer Science,20,Yes,S01780,Other,Bengaluru,Maharashtra,681395.8405342926,0,107,No,2,No,2015,No,No
F11250,Prefer not to say,22,Master’s,Other,Computer Science,3,Yes,S01098,Software,Mumbai,Other,484470.52373393084,0,4227,No,1,No,2021,No,No
F11251,Male,27,Bachelor’s,None,Engineering,16,Yes,S04149,Software,Other,Karnataka,1238864.3911556879,4,43,No,7,No,2022,No,No
F11252,Non-binary,30,Bachelor’s,None,Arts,5,Yes,S00643,Software,Bengaluru,Other,531712.1531018324,1,12,No,1,Yes,2002,No,No
F11253,Prefer not to say,54,Bachelor’s,Other,Other,0,Yes,S02562,Consumer Goods,Mumbai,Other,10346995.343451666,10,4,No,33,Yes,2017,Yes,No
F11254,Prefer not to say,42,Bachelor’s,BITS Pilani,Business,3,No,S04198,Consumer Goods,Other,Karnataka,1847643.670799804,4,57,No,11,No,2018,No,No
F11255,Male,24,High School,Other,Computer Science,0,Yes,S07011,Software,Gurugram,Other,1669017.4232511749,5,4542,No,7,No,2018,Yes,No
F11256,Prefer not to say,30,Master’s,Other,Other,1,Yes,S08211,Consumer Goods,Other,Other,2101275.234606019,5,149,No,9,No,2010,No,No
F11257,Male,30,Master’s,Other,Business,2,Yes,S04757,Software,Other,Karnataka,18071428.144368943,9,13,No,48,No,2001,No,No
F11258,Male,23,Bachelor’s,Other,Engineering,2,Yes,S07963,Financial Services,Delhi,Other,7403.765123794923,0,4,No,2,No,2025,Yes,Yes
F11259,Prefer not to say,26,Master’s,None,Arts,15,Yes,S02548,Healthcare,Mumbai,Other,693156.5288,2,82,No,2,No,2020,Yes,No
F11260,Male,22,Master’s,None,Business,2,Yes,S04735,Other,Bengaluru,Other,174426915.72976547,6,47,Yes,47,No,2016,No,No
F11261,Male,25,Bachelor’s,Other,Business,0,Yes,S07829,Other,Mumbai,Maharashtra,47321355.83545433,9,44,No,37,No,2019,No,No
F11262,Male,25,Bachelor’s,BITS Pilani,Other,4,No,S05712,Software,Gurugram,Delhi,520462.88474816957,2,31,No,0,No,2024,No,Yes
F11263,Female,18,Master’s,IIT Roorkee,Arts,24,No,S02337,Financial Services,Mumbai,Karnataka,3627917.6911015757,4,2,No,11,No,2024,No,No
F11264,Male,29,Bachelor’s,IIT Delhi,Computer Science,1,No,S04555,Software,Bengaluru,Other,21621.77675567842,2,31,No,0,No,2014,No,No
F11265,Prefer not to say,24,Master’s,IIT Roorkee,Computer Science,3,No,S04362,Software,Bengaluru,Other,4878051.018759939,4,27,No,11,No,2019,No,No
F11266,Prefer not to say,24,Bachelor’s,BITS Pilani,Computer Science,4,Yes,S00145,Other,Mumbai,Other,734275.5501173412,0,5,No,2,No,2017,Yes,No
F11267,Female,26,PhD,Other,Engineering,0,Yes,S05311,Financial Services,Bengaluru,Maharashtra,19227393.90971873,6,91,No,37,No,2025,No,No
F11268,Male,25,Bachelor’s,IIT Roorkee,Engineering,27,No,S03518,Other,Other,Karnataka,2684582.8506294624,4,25,No,12,No,2022,Yes,No
F11269,Prefer not to say,30,Bachelor’s,Other,Engineering,3,Yes,S02909,Healthcare,Delhi,Maharashtra,5410627.5929409005,4,23,No,7,Yes,2004,No,No
F11270,Male,49,Bachelor’s,Other,Computer Science,3,Yes,S06918,Consumer Goods,Other,Maharashtra,3993453.303123118,5,93,No,6,No,2020,No,No
F11271,Male,25,Bachelor’s,Other,Computer Science,30,Yes,S01674,Consumer Goods,Gurugram,Karnataka,35568828.75855211,6,17,No,49,No,2024,No,No
F11272,Male,52,Master’s,Other,Arts,2,No,S05934,Software,Gurugram,Other,782630.9755095389,2,9,No,2,No,2021,Yes,No
F11273,Male,25,Master’s,BITS Pilani,Arts,16,Yes,S00523,Healthcare,Other,Other,9969609.086853262,5,422,No,15,No,2017,No,Yes
F11274,Male,22,Master’s,None,Engineering,30,Yes,S08230,Financial Services,Mumbai,Other,40955007.50469114,7,93,No,30,Yes,2005,No,No
F11275,Male,24,Bachelor’s,BITS Pilani,Engineering,12,Yes,S06632,Healthcare,Mumbai,Other,3686335.7609207653,4,5,No,11,No,2019,No,No
F11276,Male,26,Bachelor’s,Other,Other,5,Yes,S07575,Software,Bengaluru,Other,5819662.131082088,5,2103,No,8,No,2018,No,No
F11277,Male,29,Bachelor’s,BITS Pilani,Computer Science,4,Yes,S04896,Other,Other,Other,25063727.831533257,8,3308,No,42,No,2020,No,Yes
F11278,Female,26,Bachelor’s,None,Engineering,29,Yes,S03801,Other,Other,Other,83105223.04509242,8,50,Yes,32,No,2025,No,No
F11279,Prefer not to say,26,Bachelor’s,None,Arts,8,Yes,S03209,Other,Mumbai,Other,2498796.9638573606,4,70,No,7,No,2023,No,No
F11280,Prefer not to say,52,Bachelor’s,BITS Pilani,Business,3,No,S07109,Other,Mumbai,Maharashtra,29020689.177731056,10,422,No,33,No,2021,No,No
F11281,Male,24,Master’s,None,Computer Science,6,No,S07245,Software,Delhi,Other,159742.88746385422,2,396,No,5,No,2007,Yes,Yes
F11282,Male,21,Bachelor’s,Other,Computer Science,4,Yes,S03145,Healthcare,Bengaluru,Other,5777724.714470359,5,45,No,12,No,2003,Yes,No
F11283,Prefer not to say,23,Master’s,Other,Computer Science,2,Yes,S02063,Other,Mumbai,Maharashtra,34122849.57053639,9,112,No,36,No,2004,Yes,No
F11284,Male,43,Bachelor’s,BITS Pilani,Business,15,Yes,S01467,Software,Other,Other,1005067.4088648468,5,56,No,11,Yes,2001,No,No
F11285,Prefer not to say,29,Master’s,BITS Pilani,Business,4,Yes,S03029,Other,Mumbai,Karnataka,2287736.293050427,4,1253,No,8,No,2002,No,Yes
F11286,Male,30,Master’s,Other,Computer Science,4,Yes,S08212,Other,Other,Maharashtra,2499174.167464024,5,72,No,8,No,2021,No,Yes
F11287,Prefer not to say,30,Master’s,BITS Pilani,Computer Science,15,Yes,S00747,Financial Services,Mumbai,Delhi,5068292.853500478,5,32,No,14,No,2020,Yes,No
F11288,Male,27,Bachelor’s,None,Business,5,No,S04804,Software,Delhi,Maharashtra,326183640.4558112,9,1,Yes,24,No,2006,Yes,No
F11289,Male,22,Master’s,Other,Engineering,5,No,S00996,Other,Mumbai,Maharashtra,1147757.1807921364,5,2488,No,13,No,2011,Yes,Yes
F11290,Non-binary,29,Bachelor’s,IIT Delhi,Other,0,Yes,S06107,Other,Bengaluru,Maharashtra,42813555.92257072,7,56,No,48,No,2003,No,Yes
F11291,Male,27,Bachelor’s,Other,Engineering,1,Yes,S06710,Software,Mumbai,Other,7703867.992351028,4,1323,No,9,No,2003,Yes,No
F11292,Male,25,Other,Other,Engineering,2,Yes,S04248,Consumer Goods,Other,Maharashtra,198568.93077944743,0,26,No,5,Yes,2014,Yes,No
F11293,Male,30,PhD,None,Engineering,4,Yes,S03612,Other,Gurugram,Maharashtra,1132610.707837002,3,100,No,9,No,2024,Yes,No
F11294,Prefer not to say,36,Bachelor’s,Other,Arts,4,Yes,S00017,Software,Other,Maharashtra,49533590.910937734,8,35,No,49,Yes,2025,Yes,Yes
F11295,Male,28,Bachelor’s,Other,Business,4,Yes,S01353,Other,Delhi,Delhi,8973537.192,5,403,No,15,No,2018,No,No
F11296,Male,28,Bachelor’s,Other,Other,2,No,S07394,Software,Bengaluru,Karnataka,1327601.1682954403,4,71,No,12,Yes,2023,No,No
F11297,Male,23,Master’s,Other,Engineering,0,Yes,S03496,Consumer Goods,Bengaluru,Other,18336891.655303057,10,50,No,33,No,2003,Yes,No
F11298,Male,26,Master’s,None,Business,27,Yes,S04770,Other,Mumbai,Karnataka,4361781.801967238,3,174,No,14,No,2017,No,Yes
F11299,Female,26,High School,IIT Delhi,Computer Science,0,Yes,S07814,Other,Mumbai,Other,5077346.990742278,5,39,No,11,No,2012,Yes,No
F11300,Male,26,Master’s,Other,Business,3,Yes,S06990,Other,Gurugram,Other,459425.8838213246,2,39,No,0,No,2008,No,Yes
F11301,Male,23,Bachelor’s,Other,Computer Science,7,Yes,S07785,Software,Bengaluru,Karnataka,2433168.125,3,1085,No,11,No,2016,No,No
F11302,Male,30,Other,IIT Delhi,Computer Science,2,Yes,S03142,Consumer Goods,Other,Maharashtra,807912.0961548976,0,88,No,5,No,2025,No,Yes
F11303,Male,25,PhD,Other,Other,3,No,S04829,Healthcare,Other,Other,357553.6071241131,1,86,No,3,No,2021,Yes,No
F11304,Male,28,Bachelor’s,Other,Business,2,Yes,S06896,Other,Gurugram,Maharashtra,13566571.293070985,10,255,No,43,No,2012,Yes,No
F11305,Male,23,Bachelor’s,IIT Delhi,Other,4,Yes,S02478,Software,Mumbai,Other,96729.34256940575,2,42,No,4,No,2023,No,No
F11306,Male,23,Bachelor’s,Other,Computer Science,2,No,S02093,Healthcare,Other,Other,90829950.42887254,10,6,Yes,36,No,2024,Yes,Yes
F11307,Prefer not to say,28,Bachelor’s,Other,Engineering,2,Yes,S03496,Consumer Goods,Bengaluru,Other,18336891.655303057,10,50,No,33,No,2003,Yes,No
F11308,Male,18,Master’s,Other,Other,0,No,S01970,Healthcare,Delhi,Other,3852404.7661451404,4,121,No,7,No,2025,No,Yes
F11309,Non-binary,27,Bachelor’s,BITS Pilani,Engineering,2,Yes,S00403,Other,Mumbai,Other,174819.66228055573,1,1602,No,1,No,2017,No,No
F11310,Male,28,Bachelor’s,BITS Pilani,Computer Science,19,No,S04331,Other,Other,Other,2755104.002478217,5,3487,No,11,No,2025,No,No
F11311,Male,37,PhD,IIT Roorkee,Engineering,2,Yes,S04476,Other,Other,Other,311378.74620888755,1,95,No,4,No,2000,No,No
F11312,Male,24,Bachelor’s,None,Engineering,0,No,S03989,Consumer Goods,Mumbai,Other,42932847.95110835,6,28,No,24,No,2017,No,No
F11313,Male,29,Bachelor’s,Other,Other,9,Yes,S01367,Financial Services,Delhi,Other,19212976.91311255,6,35,No,29,No,2016,No,Yes
F11314,Prefer not to say,27,Bachelor’s,IIT Delhi,Engineering,8,No,S02863,Other,Other,Maharashtra,31159461.91741717,9,157,No,22,No,2021,Yes,No
F11315,Prefer not to say,22,Master’s,IIT Delhi,Other,2,No,S06142,Software,Other,Maharashtra,4284012.864900713,4,347,No,12,No,2001,No,Yes
F11316,Prefer not to say,24,Master’s,IIT Roorkee,Other,3,Yes,S05919,Healthcare,Mumbai,Delhi,18506639.808762334,8,97,No,35,No,2025,No,Yes
F11317,Female,35,Bachelor’s,BITS Pilani,Engineering,5,No,S05611,Consumer Goods,Bengaluru,Other,3261196.627545631,5,5,No,12,No,2014,No,Yes
F11318,Male,30,Master’s,Other,Other,3,No,S07718,Other,Gurugram,Other,897660.9481022644,2,11,No,3,No,2004,No,Yes
F11319,Male,28,PhD,Other,Business,5,Yes,S02563,Other,Other,Other,36196774.98950241,10,71,No,45,No,2017,Yes,No
F11320,Prefer not to say,24,Master’s,Other,Other,0,Yes,S04067,Software,Mumbai,Other,2275405.004285302,3,45,No,9,No,2013,No,Yes
F11321,Female,23,Bachelor’s,IIT Delhi,Other,4,Yes,S05551,Other,Bengaluru,Delhi,2525595.668710605,5,40,No,8,No,2025,Yes,No
F11322,Male,50,Bachelor’s,BITS Pilani,Computer Science,25,Yes,S06077,Software,Other,Other,2602918.9780156487,4,89,No,14,No,2022,No,Yes
F11323,Male,34,Master’s,Other,Other,24,Yes,S02207,Consumer Goods,Mumbai,Maharashtra,946096.6742900163,0,217,No,5,No,2017,No,No
F11324,Male,25,Master’s,Other,Engineering,27,No,S02151,Software,Bengaluru,Other,10054732.527472606,8,3212,No,17,No,2022,No,Yes
F11325,Prefer not to say,25,Bachelor’s,IIT Delhi,Business,9,Yes,S04401,Software,Mumbai,Delhi,14501142.392322129,6,71,No,37,No,2008,Yes,No
F11326,Male,24,Bachelor’s,Other,Engineering,3,Yes,S06500,Software,Delhi,Other,1913211.7661550785,4,321,No,10,No,2022,Yes,Yes
F11327,Male,27,Bachelor’s,BITS Pilani,Business,4,No,S02868,Other,Mumbai,Maharashtra,1009100.5328589207,3,98,No,12,No,2010,No,No
F11328,Male,30,Master’s,BITS Pilani,Computer Science,2,Yes,S01781,Software,Other,Delhi,1899181.1347158374,4,37,No,15,No,2023,Yes,No
F11329,Prefer not to say,25,Bachelor’s,Other,Engineering,0,Yes,S00995,Consumer Goods,Mumbai,Maharashtra,2973271.2951409584,4,80,No,8,No,2025,Yes,No
F11330,Male,26,Master’s,IIT Delhi,Business,3,Yes,S07463,Other,Bengaluru,Maharashtra,376932.65137052524,2,291,No,2,No,2006,No,No
F11331,Prefer not to say,25,Bachelor’s,Other,Computer Science,5,Yes,S01661,Software,Gurugram,Other,1681452.0796682534,3,7,No,14,No,2006,Yes,No
F11332,Male,24,Bachelor’s,Other,Business,1,Yes,S02222,Financial Services,Bengaluru,Karnataka,14002946.74509454,8,77,No,34,No,2018,No,Yes
F11333,Prefer not to say,22,Bachelor’s,Other,Arts,13,Yes,S04044,Consumer Goods,Other,Other,9059657.056,3,13,No,15,Yes,2014,No,No
F11334,Prefer not to say,25,Bachelor’s,None,Computer Science,27,Yes,S05553,Financial Services,Other,Other,162622.4107629205,1,24,No,1,No,2020,Yes,No
F11335,Male,25,Bachelor’s,Other,Business,2,No,S03590,Other,Other,Other,663311.1062234697,2,10,No,1,No,2012,No,No
F11336,Male,25,Other,None,Business,17,Yes,S07093,Other,Delhi,Karnataka,20099079.192324057,10,58,No,30,No,2014,No,No
F11337,Male,27,Bachelor’s,None,Arts,20,Yes,S04080,Financial Services,Other,Other,224928889.1162316,9,9,Yes,45,No,2002,No,No
F11338,Male,27,Bachelor’s,Other,Business,3,No,S05619,Other,Bengaluru,Karnataka,1867438.2995320538,3,3630,No,15,No,2023,No,Yes
F11339,Prefer not to say,22,High School,IIT Roorkee,Engineering,5,Yes,S07460,Healthcare,Other,Karnataka,1620380.8997656878,5,13,No,10,No,2007,No,No
F11340,Male,27,Bachelor’s,Other,Engineering,0,No,S06775,Consumer Goods,Other,Other,37074504.03597275,6,6,No,36,No,2020,No,No
F11341,Male,23,Bachelor’s,Other,Other,9,No,S03606,Consumer Goods,Other,Other,3600621.3996401792,5,10,No,10,No,2022,No,No
F11342,Male,27,Master’s,IIT Delhi,Engineering,5,Yes,S06391,Software,Mumbai,Karnataka,9391401.019,3,52,No,12,Yes,2002,Yes,No
F11343,Male,25,Bachelor’s,Other,Engineering,0,Yes,S04470,Consumer Goods,Other,Karnataka,14332725.05636763,6,13,No,34,No,2004,Yes,No
F11344,Prefer not to say,28,High School,Other,Other,5,Yes,S01312,Software,Other,Maharashtra,16053505.657561215,9,51,No,30,No,2018,No,Yes
F11345,Male,24,Bachelor’s,None,Computer Science,3,Yes,S07092,Consumer Goods,Other,Karnataka,30803539.789904285,7,538,No,48,No,2022,Yes,No
F11346,Prefer not to say,30,Bachelor’s,Other,Computer Science,4,Yes,S02414,Software,Delhi,Other,528181.702,1,139,No,3,No,2019,No,Yes
F11347,Prefer not to say,25,Bachelor’s,Other,Other,2,Yes,S01340,Consumer Goods,Other,Other,159582839.5784645,7,316,Yes,27,Yes,2005,No,No
F11348,Male,56,Bachelor’s,Other,Business,3,Yes,S02079,Financial Services,Other,Other,2239336.7148926184,5,88,No,12,No,2023,Yes,No
F11349,Male,27,PhD,Other,Engineering,2,Yes,S05278,Consumer Goods,Mumbai,Other,16015280.170745661,7,94,No,28,Yes,2016,Yes,No
F11350,Prefer not to say,18,Bachelor’s,Other,Computer Science,29,No,S03662,Financial Services,Mumbai,Other,365808.29692495614,2,64,No,5,No,2012,No,No
F11351,Male,28,Master’s,Other,Engineering,4,No,S01687,Consumer Goods,Other,Other,37419380.687977515,7,84,No,19,No,2016,No,No
F11352,Male,27,Bachelor’s,IIT Delhi,Engineering,11,No,S04580,Consumer Goods,Bengaluru,Karnataka,27957303.21810755,7,76,No,36,Yes,2003,Yes,No
F11353,Male,30,Bachelor’s,Other,Engineering,3,Yes,S02529,Consumer Goods,Mumbai,Karnataka,2459160.3949776497,5,2224,No,10,Yes,2023,No,No
F11354,Male,24,Bachelor’s,Other,Engineering,4,Yes,S03612,Other,Gurugram,Maharashtra,1132610.707837002,3,100,No,9,No,2024,Yes,No
F11355,Prefer not to say,26,Bachelor’s,Other,Engineering,4,Yes,S03240,Other,Other,Karnataka,703570.5703705379,1,4,No,1,No,2024,No,No
F11356,Male,27,Bachelor’s,Other,Other,5,Yes,S04073,Consumer Goods,Other,Maharashtra,11213725.094230663,7,100,No,16,No,2008,Yes,No
F11357,Male,30,High School,IIT Delhi,Other,3,Yes,S05978,Software,Other,Other,25371438.608947285,8,99,No,26,No,2015,No,No
F11358,Prefer not to say,28,Bachelor’s,Other,Computer Science,5,Yes,S07959,Other,Other,Karnataka,2221359.703,4,16,No,11,Yes,2002,Yes,Yes
F11359,Prefer not to say,27,High School,Other,Computer Science,24,Yes,S00654,Other,Mumbai,Delhi,12519412.553090317,6,40,No,42,No,2022,Yes,No
F11360,Male,28,Master’s,None,Other,5,No,S05061,Consumer Goods,Bengaluru,Other,23398140.339972775,9,50,No,35,No,2004,No,No
F11361,Prefer not to say,47,Master’s,BITS Pilani,Engineering,2,Yes,S01226,Other,Mumbai,Other,5398984.663955356,5,2224,No,14,No,2021,No,No
F11362,Male,36,Bachelor’s,Other,Business,16,Yes,S07353,Other,Bengaluru,Maharashtra,28833825.86604827,7,275,No,22,No,2022,No,No
F11363,Prefer not to say,23,Bachelor’s,Other,Arts,1,Yes,S07856,Consumer Goods,Other,Other,500000000,6,75,Yes,42,No,2015,No,No
F11364,Male,22,Bachelor’s,IIT Delhi,Engineering,1,Yes,S04386,Other,Other,Maharashtra,627232.4395644264,2,440,No,1,No,2020,No,No
F11365,Male,38,Bachelor’s,Other,Computer Science,4,No,S04662,Financial Services,Delhi,Maharashtra,868473.6433903242,2,21,No,4,No,2025,No,No
F11366,Prefer not to say,23,Bachelor’s,Other,Arts,4,Yes,S01676,Other,Gurugram,Maharashtra,17637057.944858763,8,1251,No,21,No,2015,No,No
F11367,Male,42,Bachelor’s,Other,Arts,0,Yes,S03127,Software,Bengaluru,Maharashtra,21498133.855174545,6,83,No,26,No,2019,Yes,Yes
F11368,Prefer not to say,30,Bachelor’s,Other,Computer Science,2,No,S04142,Financial Services,Delhi,Other,1906609.5703052743,4,13,No,14,No,2019,No,Yes
F11369,Male,24,Master’s,None,Other,0,Yes,S06817,Financial Services,Gurugram,Other,13287544.315502595,7,0,No,24,No,2006,No,No
F11370,Prefer not to say,29,Other,IIT Delhi,Other,30,No,S00695,Software,Bengaluru,Karnataka,1479147.8751812584,4,21,No,13,No,2008,Yes,No
F11371,Prefer not to say,30,Master’s,IIT Delhi,Computer Science,27,Yes,S04773,Other,Mumbai,Maharashtra,5569027.305208925,4,20,No,6,No,2011,No,No
F11372,Male,34,Other,BITS Pilani,Computer Science,4,Yes,S03367,Healthcare,Other,Delhi,9631555.575398374,3,47,No,11,No,2001,No,No
F11373,Prefer not to say,26,Master’s,Other,Engineering,12,Yes,S00215,Financial Services,Mumbai,Delhi,1725603.7714678934,4,430,No,15,No,2020,No,No
F11374,Male,28,Bachelor’s,Other,Other,3,Yes,S02617,Consumer Goods,Mumbai,Maharashtra,6108597.417051171,4,99,No,15,No,2006,No,No
F11375,Prefer not to say,28,Bachelor’s,IIT Delhi,Engineering,24,Yes,S04430,Other,Mumbai,Maharashtra,500000000,10,100,Yes,24,No,2015,No,No
F11376,Male,29,Master’s,Other,Computer Science,5,Yes,S07393,Software,Delhi,Maharashtra,5117814.159564818,3,1815,No,10,No,2018,No,No
F11377,Prefer not to say,28,Bachelor’s,Other,Computer Science,5,Yes,S05647,Other,Bengaluru,Other,1188619.9641344082,5,29,No,7,No,2022,Yes,No
F11378,Male,27,Bachelor’s,BITS Pilani,Engineering,11,Yes,S05497,Other,Bengaluru,Maharashtra,125922.22288055965,2,26,No,0,No,2024,Yes,No
F11379,Male,40,Bachelor’s,BITS Pilani,Other,5,Yes,S06525,Software,Other,Other,61871.83378629264,1,36,No,0,No,2021,No,No
F11380,Male,23,Bachelor’s,IIT Delhi,Other,17,Yes,S03825,Consumer Goods,Mumbai,Other,3056515.3828668366,4,11,No,11,Yes,2012,No,No
F11381,Male,39,Bachelor’s,Other,Engineering,2,Yes,S05982,Other,Bengaluru,Maharashtra,2333373.2758291303,3,41,No,15,No,2005,No,No
F11382,Prefer not to say,24,Bachelor’s,BITS Pilani,Arts,1,Yes,S00867,Consumer Goods,Bengaluru,Delhi,797161.4777765119,2,258,No,2,No,2005,No,Yes
F11383,Female,27,Bachelor’s,Other,Engineering,12,Yes,S00150,Software,Bengaluru,Other,487032.2751731067,2,86,No,1,No,2021,No,No
F11384,Female,30,Bachelor’s,Other,Business,1,Yes,S01372,Healthcare,Gurugram,Other,9986269.863198308,4,2325,No,11,Yes,2016,No,No
F11385,Male,30,PhD,None,Other,10,Yes,S04549,Other,Mumbai,Karnataka,7834077.418496269,4,87,No,13,No,2023,No,No
F11386,Male,30,Bachelor’s,Other,Engineering,15,Yes,S05553,Financial Services,Other,Other,162622.4107629205,1,24,No,1,No,2020,Yes,No
